,GENE_ID,GENE,Chr
631,ENSG00000285193,RABGGTA,HG1_PATCH
632,ENSG00000271123,ELOCP5,Y
633,ENSG00000226042,CDY10P,Y
634,ENSG00000237023,USP9YP3,Y
635,ENSG00000229416,USP9YP8,Y
636,ENSG00000230029,CDY11P,Y
637,ENSG00000224169,HSFY6P,Y
638,ENSG00000223407,USP9YP18,Y
639,ENSG00000226873,CDY14P,Y
640,ENSG00000227915,ELOCP16,Y
641,ENSG00000236620,XKRYP3,Y
642,ENSG00000224866,USP9YP25,Y
643,ENSG00000232424,USP9YP29,Y
644,ENSG00000252681,RNU1-97P,Y
645,ENSG00000232910,RAB9AP1,Y
646,ENSG00000232845,TRAPPC2P9,Y
647,ENSG00000237302,OFD1P11Y,Y
648,ENSG00000169763,PRYP3,Y
649,ENSG00000277930,,Y
650,ENSG00000252468,RNU2-57P,Y
651,ENSG00000231341,VDAC1P6,Y
652,ENSG00000235001,EIF4A1P2,Y
653,ENSG00000287436,,HG1_PATCH
654,ENSG00000214207,KRT18P10,Y
655,ENSG00000286762,,HG1_PATCH
656,ENSG00000278585,SNX3P1Y,Y
657,ENSG00000235175,RPL26P37,Y
658,ENSG00000284868,DHRS1,HG1_PATCH
659,ENSG00000099715,PCDH11Y,Y
660,ENSG00000285326,NOP9,HG1_PATCH
661,ENSG00000285199,CIDEB,HG1_PATCH
662,ENSG00000285203,LTB4R2,HG1_PATCH
663,ENSG00000225466,OFD1P10Y,Y
664,ENSG00000231540,ELOCP9,Y
665,ENSG00000223362,CDY15P,Y
666,ENSG00000231026,XKRYP4,Y
667,ENSG00000224571,USP9YP13,Y
668,ENSG00000226369,USP9YP11,Y
669,ENSG00000285456,LTB4R,HG1_PATCH
670,ENSG00000280961,TTTY3B,Y
671,ENSG00000227871,USP9YP12,Y
672,ENSG00000251917,RNU1-86P,Y
673,ENSG00000231423,RAB9AP5,Y
674,ENSG00000228465,TRAPPC2P10,Y
675,ENSG00000232585,OFD1P12Y,Y
676,ENSG00000284814,ADCY4,HG1_PATCH
677,ENSG00000234081,ELOCP10,Y
678,ENSG00000172352,CDY1B,Y
679,ENSG00000231375,CDY17P,Y
680,ENSG00000237467,USP9YP35,Y
681,ENSG00000229250,USP9YP31,Y
682,ENSG00000232205,CDY18P,Y
683,ENSG00000235981,,Y
684,ENSG00000223698,GOLGA6L11P,Y
685,ENSG00000242854,DNM1P24,Y
686,ENSG00000230977,,Y
687,ENSG00000244231,CSPG4P2Y,Y
688,ENSG00000172342,CSPG4P3Y,Y
689,ENSG00000284071,,Y
690,ENSG00000274234,RN7SL818P,Y
691,ENSG00000225491,UBE2Q2P4Y,Y
692,ENSG00000224827,LINC00265-2P,Y
693,ENSG00000233740,CICP2,Y
694,ENSG00000285511,,HG1_PATCH
695,ENSG00000248792,SEPTIN14P22,Y
696,ENSG00000279274,,Y
697,ENSG00000234399,RBMY2XP,Y
698,ENSG00000285379,RIPK3,HG1_PATCH
699,ENSG00000227439,TTTY17B,Y
700,ENSG00000224210,TRIM60P5Y,Y
701,ENSG00000232003,ZNF736P12Y,Y
702,ENSG00000235412,TTTY4B,Y
703,ENSG00000285386,,HG1_PATCH
704,ENSG00000183795,BPY2B,Y
705,ENSG00000240566,,Y
706,ENSG00000236379,ZNF736P4Y,Y
707,ENSG00000274899,,Y
708,ENSG00000285485,NFATC4,HG1_PATCH
709,ENSG00000223641,TTTY17C,Y
710,ENSG00000227633,RBMY2YP,Y
711,ENSG00000279115,,Y
712,ENSG00000228786,SEPTIN14P23,Y
713,ENSG00000233652,CICP1,Y
714,ENSG00000233944,LINC00265-3P,Y
715,ENSG00000223636,UBE2Q2P5Y,Y
716,ENSG00000172297,GOLGA2P3Y,Y
717,ENSG00000278242,RN7SL725P,Y
718,ENSG00000284380,,Y
719,ENSG00000172294,CSPG4P4Y,Y
720,ENSG00000240450,CSPG4P1Y,Y
721,ENSG00000239304,DNM1P48,Y
722,ENSG00000233619,,Y
723,ENSG00000197092,GOLGA6L16P,Y
724,ENSG00000235583,,Y
725,ENSG00000237823,CDY19P,Y
726,ENSG00000229709,USP9YP36,Y
727,ENSG00000232064,USP9YP33,Y
728,ENSG00000225609,CDY20P,Y
729,ENSG00000270535,ELOCP34,Y
730,ENSG00000225287,OFD1P13Y,Y
731,ENSG00000225256,TRAPPC2P5,Y
732,ENSG00000223856,RAB9AP2,Y
733,ENSG00000235004,USP9YP30,Y
734,ENSG00000252426,RNU1-107P,Y
735,ENSG00000231141,TTTY3,Y
736,ENSG00000232614,USP9YP9,Y
737,ENSG00000225326,USP9YP19,Y
738,ENSG00000284807,DHRS4,HG1_PATCH
739,ENSG00000223406,XKRYP5,Y
740,ENSG00000215506,TPTE2P4,Y
741,ENSG00000224240,CYCSP49,Y
742,ENSG00000227629,SLC25A15P1,Y
743,ENSG00000237917,PARP4P1,Y
744,ENSG00000231514,CCNQP2,Y
745,ENSG00000292270,,HG1_PATCH
746,ENSG00000172288,CDY1,Y
747,ENSG00000226941,RBMY1J,Y
748,ENSG00000284898,,HG1_PATCH
749,ENSG00000238074,TSPY9,Y
750,ENSG00000289826,,Y
751,ENSG00000239893,ZNF736P9Y,Y
752,ENSG00000242875,RBMY1B,Y
753,ENSG00000234414,RBMY1A1,Y
754,ENSG00000234795,RFTN1P1,Y
755,ENSG00000290323,,Y
756,ENSG00000225516,FAM197Y5,Y
757,ENSG00000290330,FAM197Y5,Y
758,ENSG00000234803,FAM197Y2,Y
759,ENSG00000290332,,Y
760,ENSG00000243040,RBMY2FP,Y
761,ENSG00000290336,,Y
762,ENSG00000285435,H3-4,HG2002_PATCH
763,ENSG00000284795,RPL23AP15,HG2002_PATCH
764,ENSG00000173357,,Y
765,ENSG00000284841,H2AC25,HG2002_PATCH
766,ENSG00000290342,,Y
767,ENSG00000285449,H2BC26,HG2002_PATCH
768,ENSG00000284998,MIR4666A,HG2002_PATCH
769,ENSG00000236718,RBMY2QP,Y
770,ENSG00000285234,H2BC27P,HG2002_PATCH
771,ENSG00000285050,,HG2002_PATCH
772,ENSG00000290344,,Y
773,ENSG00000285426,RNF187,HG2002_PATCH
774,ENSG00000224657,RBMY2BP,Y
775,ENSG00000285153,BTNL10P,HG2002_PATCH
776,ENSG00000290348,,Y
777,ENSG00000285166,RNA5S1,HG2002_PATCH
778,ENSG00000285285,RNA5S2,HG2002_PATCH
779,ENSG00000285168,RNA5S3,HG2002_PATCH
780,ENSG00000250204,TTTY23B,Y
781,ENSG00000284853,RNA5S16,HG2002_PATCH
782,ENSG00000285158,RNA5S17,HG2002_PATCH
783,ENSG00000290369,TTTY23B,Y
784,ENSG00000284877,RNA5SP18,HG2002_PATCH
785,ENSG00000285311,DUSP5P1,HG2002_PATCH
786,ENSG00000285183,,HG2002_PATCH
787,ENSG00000274196,FAM197Y4,Y
788,ENSG00000285319,FTH1P2,HG2002_PATCH
789,ENSG00000284984,RHOU,HG2002_PATCH
790,ENSG00000290373,FAM197Y4,Y
791,ENSG00000225685,TSPY5P,Y
792,ENSG00000290378,,Y
793,ENSG00000180910,TTTY11,Y
794,ENSG00000290381,TTTY11,Y
795,ENSG00000224060,ARSLP1,Y
796,ENSG00000290435,,Y
797,ENSG00000234830,FAM197Y9,Y
798,ENSG00000290448,FAM197Y9,Y
799,ENSG00000230066,FAM197Y3,Y
800,ENSG00000290607,FAM197Y3,Y
801,ENSG00000242153,OFD1P6Y,Y
802,ENSG00000290716,TTTY9A,Y
803,ENSG00000250868,XKRY,Y
804,ENSG00000290724,XKRY,Y
805,ENSG00000244646,XKRYP7,Y
806,ENSG00000290725,XKRYP7,Y
807,ENSG00000282909,,Y
808,ENSG00000290726,,Y
809,ENSG00000288686,,Y
810,ENSG00000290840,XGY2,Y
811,ENSG00000227289,HSFY3P,Y
812,ENSG00000290841,,Y
813,ENSG00000235462,TAB3P1,Y
814,ENSG00000290852,,Y
815,ENSG00000241859,ANOS2P,Y
816,ENSG00000290853,,Y
817,ENSG00000223637,RBMY2EP,Y
818,ENSG00000290954,,Y
819,ENSG00000239533,GOLGA2P2Y,Y
820,ENSG00000291016,GOLGA2P2Y,Y
821,ENSG00000215580,BCORP1,Y
822,ENSG00000291031,,Y
823,ENSG00000278212,,Y
824,ENSG00000291032,,Y
825,ENSG00000131002,TXLNGY,Y
826,ENSG00000291033,,Y
827,ENSG00000206159,GYG2P1,Y
828,ENSG00000291034,,Y
829,ENSG00000232235,CDY3P,Y
830,ENSG00000224408,USP9YP22,Y
831,ENSG00000238154,USP9YP4,Y
832,ENSG00000232924,ELOCP4,Y
833,ENSG00000197038,RBMY1A3P,Y
834,ENSG00000275310,,Y
835,ENSG00000232808,TTTY20,Y
836,ENSG00000233803,TSPY4,Y
837,ENSG00000280774,LEUTX,HG2021_PATCH
838,ENSG00000281677,,HG2021_PATCH
839,ENSG00000281320,DYRK1B,HG2021_PATCH
840,ENSG00000281403,MIR6719,HG2021_PATCH
841,ENSG00000280548,FBL,HG2021_PATCH
842,ENSG00000225560,FAM197Y8,Y
843,ENSG00000228383,FAM197Y7,Y
844,ENSG00000286120,,Y
845,ENSG00000188656,TSPY7P,Y
846,ENSG00000280932,PRR13P5,HG2021_PATCH
847,ENSG00000237802,FAM197Y6,Y
848,ENSG00000281221,PSMC4,HG2021_PATCH
849,ENSG00000286173,,Y
850,ENSG00000229549,TSPY8,Y
851,ENSG00000281526,ZNF546,HG2021_PATCH
852,ENSG00000281233,,HG2021_PATCH
853,ENSG00000228927,TSPY3,Y
854,ENSG00000281601,ZNF780B,HG2021_PATCH
855,ENSG00000281009,,HG2021_PATCH
856,ENSG00000280568,ZNF780A,HG2021_PATCH
857,ENSG00000280797,,HG2021_PATCH
858,ENSG00000281123,FCGBP,HG2021_PATCH
859,ENSG00000292327,PPP2R3B,Y
860,ENSG00000292328,RPL14P5,Y
861,ENSG00000292329,,Y
862,ENSG00000292330,,Y
863,ENSG00000292331,ASMTL-AS1,Y
864,ENSG00000292332,IL3RA,Y
865,ENSG00000292333,P2RY8,Y
866,ENSG00000292334,SLC25A6,Y
867,ENSG00000292335,,Y
868,ENSG00000292336,ASMT,Y
869,ENSG00000292337,DHRSX-IT1,Y
870,ENSG00000292338,DHRSX,Y
871,ENSG00000292339,ASMTL,Y
872,ENSG00000292340,LINC02968,Y
873,ENSG00000292341,LINC00106,Y
874,ENSG00000292342,LINC00685,Y
875,ENSG00000292343,AKAP17A,Y
876,ENSG00000292344,PLCXD1,Y
877,ENSG00000292345,ZBED1,Y
878,ENSG00000292346,MIR6089,Y
879,ENSG00000292347,LINC00102,Y
880,ENSG00000292348,CD99,Y
881,ENSG00000292349,,Y
882,ENSG00000292350,,Y
883,ENSG00000292351,,Y
884,ENSG00000292352,FABP5P13,Y
885,ENSG00000292353,KRT18P53,Y
886,ENSG00000292354,SHOX,Y
887,ENSG00000292355,MIR3690,Y
888,ENSG00000292356,RNA5SP498,Y
889,ENSG00000292357,CSF2RA,Y
890,ENSG00000283272,,HG2022_PATCH
891,ENSG00000283276,,HG2022_PATCH
892,ENSG00000292358,GTPBP6,Y
893,ENSG00000292359,,Y
894,ENSG00000292360,,Y
895,ENSG00000292361,CD99P1,Y
896,ENSG00000292362,CD99P1,Y
897,ENSG00000292363,CRLF2,Y
898,ENSG00000292364,AMD1P2,Y
899,ENSG00000292365,DPH3P2,Y
900,ENSG00000292366,VAMP7,Y
901,ENSG00000292367,ELOCP24,Y
902,ENSG00000292368,TRPC6P1,Y
903,ENSG00000292369,,Y
904,ENSG00000292370,WASIR1,Y
905,ENSG00000292371,DDX11L16,Y
906,ENSG00000292372,WASH6P,Y
907,ENSG00000292373,IL9R,Y
908,ENSG00000285063,FRG2,HG2023_PATCH
909,ENSG00000283153,FRG1,HG2023_PATCH
910,ENSG00000283508,MLLT10P2,HG2023_PATCH
911,ENSG00000283127,,HG2023_PATCH
912,ENSG00000283593,TUBB7P,HG2023_PATCH
913,ENSG00000283700,RNA5SP174,HG2023_PATCH
914,ENSG00000283581,RNA5SP175,HG2023_PATCH
915,ENSG00000283181,DUX4L9,HG2023_PATCH
916,ENSG00000283449,RARRES2P4,HG2023_PATCH
917,ENSG00000284383,,HG2023_PATCH
918,ENSG00000284496,,HG2023_PATCH
919,ENSG00000284262,,HG2023_PATCH
920,ENSG00000283767,,HG2023_PATCH
921,ENSG00000284210,,HG2023_PATCH
922,ENSG00000283884,,HG2023_PATCH
923,ENSG00000283955,,HG2023_PATCH
924,ENSG00000284025,,HG2023_PATCH
925,ENSG00000283878,,HG2023_PATCH
926,ENSG00000284181,,HG2023_PATCH
927,ENSG00000283820,,HG2023_PATCH
928,ENSG00000283660,RPL23AP84,HG2023_PATCH
929,ENSG00000292263,,HG2023_PATCH
930,ENSG00000283363,DUX4L8,HG2023_PATCH
931,ENSG00000283949,DUX4,HG2023_PATCH
932,ENSG00000288372,,HG1309_PATCH
933,ENSG00000288288,,HG1309_PATCH
934,ENSG00000288129,,HG1309_PATCH
935,ENSG00000288472,LINC03015,HG1309_PATCH
936,ENSG00000288417,LINC03014,HG1309_PATCH
937,ENSG00000288502,,HG1309_PATCH
938,ENSG00000288311,,HG1309_PATCH
939,ENSG00000288449,,HG1309_PATCH
940,ENSG00000288499,FAM20C,HG1309_PATCH
941,ENSG00000288159,,HG1309_PATCH
942,ENSG00000288431,,HG1309_PATCH
943,ENSG00000291463,LINC01300,HG2031_PATCH
944,ENSG00000291464,,HG2031_PATCH
945,ENSG00000291465,GPR20,HG2031_PATCH
946,ENSG00000291472,,HG2031_PATCH
947,ENSG00000291466,,HG2031_PATCH
948,ENSG00000291470,PTP4A3,HG2031_PATCH
949,ENSG00000291467,,HG2031_PATCH
950,ENSG00000291468,,HG2031_PATCH
951,ENSG00000291469,HNRNPA1P38,HG2031_PATCH
952,ENSG00000291471,,HG2031_PATCH
953,ENSG00000291474,C8orf90,HG2031_PATCH
954,ENSG00000291473,MROH5,HG2031_PATCH
955,ENSG00000291371,,HG1311_HG2539_PATCH
956,ENSG00000292254,SHANK3,HG1311_HG2539_PATCH
957,ENSG00000291372,RNU6-409P,HG1311_HG2539_PATCH
958,ENSG00000291368,ACR,HG1311_HG2539_PATCH
959,ENSG00000291369,,HG1311_HG2539_PATCH
960,ENSG00000291370,,HG1311_HG2539_PATCH
961,ENSG00000285481,RNU6-1004P,HG2047_PATCH
962,ENSG00000288269,GCGR,HG1320_PATCH
963,ENSG00000288213,MCRIP1,HG1320_PATCH
964,ENSG00000288186,PPP1R27,HG1320_PATCH
965,ENSG00000284750,,HG2057_PATCH
966,ENSG00000285415,,HG2057_PATCH
967,ENSG00000285209,RPL21P63,HG2057_PATCH
968,ENSG00000284885,GCNT2P1,HG2057_PATCH
969,ENSG00000285893,,HG2057_PATCH
970,ENSG00000285312,C6orf52,HG2057_PATCH
971,ENSG00000284941,,HG2057_PATCH
972,ENSG00000285226,PAK1IP1,HG2057_PATCH
973,ENSG00000284936,TMEM14C,HG2057_PATCH
974,ENSG00000285222,GCNT2,HG2057_PATCH
975,ENSG00000291378,ARHGEF19-AS1,HG1343_HG173_HG459_PATCH
976,ENSG00000291381,ARHGEF19,HG1343_HG173_HG459_PATCH
977,ENSG00000291405,,HG1343_HG173_HG459_PATCH
978,ENSG00000291404,ANO7L1,HG1343_HG173_HG459_PATCH
979,ENSG00000291376,,HG1343_HG173_HG459_PATCH
980,ENSG00000291382,CPLANE2,HG1343_HG173_HG459_PATCH
981,ENSG00000291377,MT1XP1,HG1343_HG173_HG459_PATCH
982,ENSG00000291375,FBXO42,HG1343_HG173_HG459_PATCH
983,ENSG00000291379,SZRD1,HG1343_HG173_HG459_PATCH
984,ENSG00000291374,RPL22P3,HG1343_HG173_HG459_PATCH
985,ENSG00000291401,SPATA21,HG1343_HG173_HG459_PATCH
986,ENSG00000285164,GRM5P1,HG2060_PATCH
987,ENSG00000291380,NECAP2,HG1343_HG173_HG459_PATCH
988,ENSG00000285500,,HG2060_PATCH
989,ENSG00000285429,,HG2060_PATCH
990,ENSG00000285143,TRIM51FP,HG2060_PATCH
991,ENSG00000291388,LINC01772,HG1343_HG173_HG459_PATCH
992,ENSG00000291402,CROCCP3,HG1343_HG173_HG459_PATCH
993,ENSG00000291389,RNU1-1,HG1343_HG173_HG459_PATCH
994,ENSG00000291390,,HG1343_HG173_HG459_PATCH
995,ENSG00000291391,,HG1343_HG173_HG459_PATCH
996,ENSG00000291392,LINC01783,HG1343_HG173_HG459_PATCH
997,ENSG00000291393,RNU1-6P,HG1343_HG173_HG459_PATCH
998,ENSG00000291394,PDE4DIPP8,HG1343_HG173_HG459_PATCH
999,ENSG00000291386,,HG1343_HG173_HG459_PATCH
1000,ENSG00000291385,RNU1-2,HG1343_HG173_HG459_PATCH
1001,ENSG00000291408,,HG1343_HG173_HG459_PATCH
1002,ENSG00000291384,,HG1343_HG173_HG459_PATCH
1003,ENSG00000291400,,HG1343_HG173_HG459_PATCH
1004,ENSG00000291383,RNU1-5P,HG1343_HG173_HG459_PATCH
1005,ENSG00000291395,,HG1343_HG173_HG459_PATCH
1006,ENSG00000291397,,HG1343_HG173_HG459_PATCH
1007,ENSG00000291398,EIF1AXP1,HG1343_HG173_HG459_PATCH
1008,ENSG00000291396,RNU1-3,HG1343_HG173_HG459_PATCH
1009,ENSG00000291399,RNU1-4,HG1343_HG173_HG459_PATCH
1010,ENSG00000291387,PADI2,HG1343_HG173_HG459_PATCH
1011,ENSG00000292226,,HG1343_HG173_HG459_PATCH
1012,ENSG00000292227,,HG1343_HG173_HG459_PATCH
1013,ENSG00000292230,,HG1343_HG173_HG459_PATCH
1014,ENSG00000291403,CROCCP4,HG1343_HG173_HG459_PATCH
1015,ENSG00000292228,,HG1343_HG173_HG459_PATCH
1016,ENSG00000292231,,HG1343_HG173_HG459_PATCH
1017,ENSG00000292225,NBPF1,HG1343_HG173_HG459_PATCH
1018,ENSG00000291407,,HG1343_HG173_HG459_PATCH
1019,ENSG00000292235,,HG1343_HG173_HG459_PATCH
1020,ENSG00000292236,,HG1343_HG173_HG459_PATCH
1021,ENSG00000292238,,HG1343_HG173_HG459_PATCH
1022,ENSG00000292239,,HG1343_HG173_HG459_PATCH
1023,ENSG00000292240,,HG1343_HG173_HG459_PATCH
1024,ENSG00000292241,,HG1343_HG173_HG459_PATCH
1025,ENSG00000292242,,HG1343_HG173_HG459_PATCH
1026,ENSG00000281211,CTBP2P1,HG2062_PATCH
1027,ENSG00000281449,BCL2L14,HG1362_PATCH
1028,ENSG00000281442,PTMAP9,HG1362_PATCH
1029,ENSG00000283344,MIR1244-4,HG1362_PATCH
1030,ENSG00000281324,LRP6,HG1362_PATCH
1031,ENSG00000280475,RPL21P100,HG1362_PATCH
1032,ENSG00000206783,RNU6-545P,HG1362_PATCH
1033,ENSG00000281874,,HG1362_PATCH
1034,ENSG00000207477,RNU6-318P,HG1362_PATCH
1035,ENSG00000281818,MANSC1,HG1362_PATCH
1036,ENSG00000281051,RPL23AP66,HG1362_PATCH
1037,ENSG00000281234,LOH12CR2,HG1362_PATCH
1038,ENSG00000280689,BORCS5,HG1362_PATCH
1039,ENSG00000281168,,HG1362_PATCH
1040,ENSG00000280962,DUSP16,HG1362_PATCH
1041,ENSG00000281671,,HG1362_PATCH
1042,ENSG00000281525,,HG1362_PATCH
1043,ENSG00000280781,EI24P3,HG2066_PATCH
1044,ENSG00000281707,,HG2066_PATCH
1045,ENSG00000281894,ZKSCAN7,HG2066_PATCH
1046,ENSG00000281456,ZKSCAN7-AS1,HG2066_PATCH
1047,ENSG00000280661,ZNF660,HG2066_PATCH
1048,ENSG00000280795,MPRIPP1,HG2066_PATCH
1049,ENSG00000281709,ZNF197,HG2066_PATCH
1050,ENSG00000280907,ZNF197-AS1,HG2066_PATCH
1051,ENSG00000281306,ZNF35,HG2066_PATCH
1052,ENSG00000281102,,HG2066_PATCH
1053,ENSG00000280872,SOCS5P3,HG2066_PATCH
1054,ENSG00000281448,ZNF502,HG2066_PATCH
1055,ENSG00000281661,ZNF501,HG2066_PATCH
1056,ENSG00000281665,KIAA1143,HG2066_PATCH
1057,ENSG00000280610,KIF15,HG2066_PATCH
1058,ENSG00000284275,MIR564,HG2066_PATCH
1059,ENSG00000280516,TMEM42,HG2066_PATCH
1060,ENSG00000281886,TGM4,HG2066_PATCH
1061,ENSG00000280701,,HG2066_PATCH
1062,ENSG00000281626,ZNF852,HG2066_PATCH
1063,ENSG00000291410,,HG1369_PATCH
1064,ENSG00000291411,,HG1369_PATCH
1065,ENSG00000291412,,HG1369_PATCH
1066,ENSG00000291413,,HG1369_PATCH
1067,ENSG00000291414,MIR4740,HG1369_PATCH
1068,ENSG00000291415,MIR3186,HG1369_PATCH
1069,ENSG00000291416,,HG1369_PATCH
1070,ENSG00000291417,LINC01971,HG1369_PATCH
1071,ENSG00000291418,,HG1369_PATCH
1072,ENSG00000291420,ACTG1,HG1369_PATCH
1073,ENSG00000291421,BAHCC1,HG1369_PATCH
1074,ENSG00000291422,,HG1369_PATCH
1075,ENSG00000291423,,HG1369_PATCH
1076,ENSG00000291424,,HG1369_PATCH
1077,ENSG00000291425,LINC03048,HG1369_PATCH
1078,ENSG00000291488,ITGA9,HG2069_PATCH
1079,ENSG00000288406,,HG1384_PATCH
1080,ENSG00000291489,RPL21P135,HG2069_PATCH
1081,ENSG00000291491,NDUFAF4P3,HG2069_PATCH
1082,ENSG00000291493,RNU7-73P,HG2069_PATCH
1083,ENSG00000291494,,HG2069_PATCH
1084,ENSG00000291495,,HG2069_PATCH
1085,ENSG00000291496,ITGA9-AS1,HG2069_PATCH
1086,ENSG00000288260,,HG1395_PATCH
1087,ENSG00000288430,RNU5B-4P,HG1395_PATCH
1088,ENSG00000288297,ECSCR,HG1395_PATCH
1089,ENSG00000288274,SMIM33,HG1395_PATCH
1090,ENSG00000288243,STING1,HG1395_PATCH
1091,ENSG00000288388,,HG1395_PATCH
1092,ENSG00000288138,NCOA4P4,HG1395_PATCH
1093,ENSG00000288264,,HG2087_PATCH
1094,ENSG00000288485,ELP5,HG2087_PATCH
1095,ENSG00000288292,CLDN7,HG2087_PATCH
1096,ENSG00000288215,,HG2087_PATCH
1097,ENSG00000288174,SLC2A4,HG2087_PATCH
1098,ENSG00000288371,,HG2087_PATCH
1099,ENSG00000288504,YBX2,HG2087_PATCH
1100,ENSG00000288145,EIF5A,HG2087_PATCH
1101,ENSG00000288325,GPS2,HG2087_PATCH
1102,ENSG00000288456,,HG2087_PATCH
1103,ENSG00000288301,NEURL4,HG2087_PATCH
1104,ENSG00000288279,,HG2087_PATCH
1105,ENSG00000288169,ACAP1,HG2087_PATCH
1106,ENSG00000288399,KCTD11,HG2087_PATCH
1107,ENSG00000288409,,HG2087_PATCH
1108,ENSG00000288511,TMEM95,HG2087_PATCH
1109,ENSG00000288512,C1R,HG1398_PATCH
1110,ENSG00000288124,C1RL,HG1398_PATCH
1111,ENSG00000288352,C1RL-AS1,HG1398_PATCH
1112,ENSG00000288369,RBP5,HG1398_PATCH
1113,ENSG00000284403,RNU6-485P,HG1398_PATCH
1114,ENSG00000288383,,HG1398_PATCH
1115,ENSG00000288427,CLSTN3,HG1398_PATCH
1116,ENSG00000288281,,HG1398_PATCH
1117,ENSG00000288116,,HG1398_PATCH
1118,ENSG00000288217,PEX5,HG1398_PATCH
1119,ENSG00000288463,,HG1398_PATCH
1120,ENSG00000281226,LINC02783,HG2095_PATCH
1121,ENSG00000283081,,HG2095_PATCH
1122,ENSG00000281459,PADI1,HG2095_PATCH
1123,ENSG00000280549,PADI3,HG2095_PATCH
1124,ENSG00000281810,MIR3972,HG2095_PATCH
1125,ENSG00000280908,PADI4,HG2095_PATCH
1126,ENSG00000280949,PADI6,HG2095_PATCH
1127,ENSG00000281391,RCC2-AS1,HG2095_PATCH
1128,ENSG00000281540,RCC2,HG2095_PATCH
1129,ENSG00000281038,OR8U9,HG142_HG150_NOVEL_TEST
1130,ENSG00000263150,OR8J2,HG142_HG150_NOVEL_TEST
1131,ENSG00000281773,FAM8A2P,HG142_HG150_NOVEL_TEST
1132,ENSG00000281819,NAA50P1,HG142_HG150_NOVEL_TEST
1133,ENSG00000262315,OR8U8,HG142_HG150_NOVEL_TEST
1134,ENSG00000280577,OR8L1P,HG142_HG150_NOVEL_TEST
1135,ENSG00000261897,OR5T3,HG142_HG150_NOVEL_TEST
1136,ENSG00000262851,OR5T2,HG142_HG150_NOVEL_TEST
1137,ENSG00000280617,OR8K2P,HG142_HG150_NOVEL_TEST
1138,ENSG00000280712,OR8I1P,HG142_HG150_NOVEL_TEST
1139,ENSG00000262755,OR8K3,HG142_HG150_NOVEL_TEST
1140,ENSG00000262611,OR8H1,HG142_HG150_NOVEL_TEST
1141,ENSG00000262784,OR5T1,HG142_HG150_NOVEL_TEST
1142,ENSG00000281820,RPL5P29,HG142_HG150_NOVEL_TEST
1143,ENSG00000263328,OR8K1,HG142_HG150_NOVEL_TEST
1144,ENSG00000262796,OR8J1,HG142_HG150_NOVEL_TEST
1145,ENSG00000288248,ST13P5,HG2111_PATCH
1146,ENSG00000288411,SAA1,HG2111_PATCH
1147,ENSG00000288479,RNA5SP334,HG2111_PATCH
1148,ENSG00000288445,HPS5,HG2111_PATCH
1149,ENSG00000288114,GTF2H1,HG2111_PATCH
1150,ENSG00000288358,MIR3159,HG2111_PATCH
1151,ENSG00000288299,LDHA,HG2111_PATCH
1152,ENSG00000288135,,HG1445_PATCH
1153,ENSG00000288322,,HG1445_PATCH
1154,ENSG00000288356,,HG1445_PATCH
1155,ENSG00000288117,,HG1445_PATCH
1156,ENSG00000288379,,HG2111_PATCH
1157,ENSG00000286057,,21
1158,ENSG00000286146,,21
1159,ENSG00000278678,CYCSP41,21
1160,ENSG00000279647,,21
1161,ENSG00000280372,,21
1162,ENSG00000179381,OR4K11P,21
1163,ENSG00000278931,,21
1164,ENSG00000286148,,21
1165,ENSG00000280436,,21
1166,ENSG00000279720,SOWAHCP2,21
1167,ENSG00000279477,,21
1168,ENSG00000279303,,21
1169,ENSG00000274333,,21
1170,ENSG00000280614,,21
1171,ENSG00000280018,,21
1172,ENSG00000280330,CTBP2P10,21
1173,ENSG00000240770,C21orf91-OT1,21
1174,ENSG00000231238,LINC00349,13
1175,ENSG00000102699,PARP4,13
1176,ENSG00000234159,RBPMSLP,21
1177,ENSG00000229336,SREK1IP1P1,21
1178,ENSG00000279062,CDRT15P8,21
1179,ENSG00000224141,MIR548XHG,21
1180,ENSG00000288319,,HG1485_PATCH
1181,ENSG00000288521,,HG1485_PATCH
1182,ENSG00000288394,ABCD1P4,HG1485_PATCH
1183,ENSG00000288228,,HG1485_PATCH
1184,ENSG00000288342,PABPC1P9,HG1485_PATCH
1185,ENSG00000288315,SLC9B1P4,HG1485_PATCH
1186,ENSG00000233676,FDPSP6,21
1187,ENSG00000226580,RPL39P40,21
1188,ENSG00000288272,ACTR3BP6,HG1485_PATCH
1189,ENSG00000235965,,21
1190,ENSG00000227075,,21
1191,ENSG00000225735,NEK4P1,21
1192,ENSG00000283114,NDUFB11P1,HG2116_PATCH
1193,ENSG00000232193,,21
1194,ENSG00000283062,PGAM1P9,HG2116_PATCH
1195,ENSG00000288094,,21
1196,ENSG00000226771,,21
1197,ENSG00000198618,PPIAP22,21
1198,ENSG00000226818,SLC6A6P1,21
1199,ENSG00000279177,CTBP2P9,21
1200,ENSG00000286033,,21
1201,ENSG00000234340,,21
1202,ENSG00000231755,CHODL-AS1,21
1203,ENSG00000228592,,21
1204,ENSG00000237569,TUBAP1,21
1205,ENSG00000286155,,21
1206,ENSG00000279064,,21
1207,ENSG00000154646,TMPRSS15,21
1208,ENSG00000230641,USP12-DT,13
1209,ENSG00000027001,MIPEP,13
1210,ENSG00000275592,VN1R7P,21
