MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,VALUE,STD DEV
MT16040,X-4517,371953,1,1,NSCLC,NCI-H23,0.396,0.209
MT16041,X-4522,371954,1,1,NSCLC,NCI-H23,0.966,0.675
MT16042,X-4523,371955,1,1,NSCLC,NCI-H23,2.41,0.104
MT16043,X-4567,371956,1,1,NSCLC,NCI-H23,0.465,0
MT16044,X-4593,371957,1,1,NSCLC,NCI-H23,0.968,0.132
MT16045,X-4611,371958,1,1,NSCLC,NCI-H23,2.309,0.226
MT16046,X-4616 - retired duplicate of 5946,371959,1,1,NSCLC,NCI-H23,0.418,0
MT16047,X-4617,371960,1,1,NSCLC,NCI-H23,1.292,0.122
MT16048,X-4660,371961,1,1,NSCLC,NCI-H23,0.429,0
MT16049,X-4667,371962,1,1,NSCLC,NCI-H23,6.711,0.04
MT16050,X-4706,371963,1,1,NSCLC,NCI-H23,0.294,0
MT16051,X-4727,371964,1,1,NSCLC,NCI-H23,0.336,0
MT16052,X-4811,371965,1,1,NSCLC,NCI-H23,0.5,0
MT16053,X-4906,371966,1,1,NSCLC,NCI-H23,0.38,0
MT16054,X-5111,371967,1,1,NSCLC,NCI-H23,0.039,0
MT16055,X-5147,371968,1,1,NSCLC,NCI-H23,0.516,0.68
MT16056,X-5187,371969,1,1,NSCLC,NCI-H23,4.644,0.791
MT16057,xanthine,371970,1,1,NSCLC,NCI-H23,0.391,0.033
MT16058,xanthosine,371971,1,1,NSCLC,NCI-H23,0.108,0
MT16059,xylitol,371972,1,1,NSCLC,NCI-H23,0.439,0.384
MT15708,(2-Aminoethyl)phosphonate,371621,1,3,NSCLC,NCI-H522,1.111,0.238
MT15709,(p-Hydroxyphenyl)lactic acid,371622,1,3,NSCLC,NCI-H522,0.485,0.028
MT15710,"2,3-diphospho-D-glyceric acid",371623,1,3,NSCLC,NCI-H522,1.165,0.249
MT15711,2'-deoxyadenosine 5'-diphosphate,371624,1,3,NSCLC,NCI-H522,0.581,0.23
MT15712,2'-deoxyuridine 5'-triphosphate,371625,1,3,NSCLC,NCI-H522,0.222,0
MT15713,2'-deoxyuridine,371626,1,3,NSCLC,NCI-H522,0.104,0
MT15714,3-hydroxy-3-methylglutarate,371627,1,3,NSCLC,NCI-H522,0.118,0
MT15715,3-methyl-L-histidine,371628,1,3,NSCLC,NCI-H522,0.041,0
MT15716,3-phospho-d-glycerate,371629,1,3,NSCLC,NCI-H522,0.107,0.035
MT15717,3-phospho-l-serine,371630,1,3,NSCLC,NCI-H522,0.09,0.071
MT15718,4-Guanidinobutanoic acid,371631,1,3,NSCLC,NCI-H522,0.134,0
MT15719,"5,6-dihydrouracil",371632,1,3,NSCLC,NCI-H522,0.219,0
MT15720,"5,6-Dimethylbenzimidazole",371633,1,3,NSCLC,NCI-H522,3.206,0.285
MT15721,5-oxoproline,371634,1,3,NSCLC,NCI-H522,0.707,0.049
MT15722,5'-s-methyl-5'-thioadenosine,371635,1,3,NSCLC,NCI-H522,0.814,0.102
MT15723,6-phosphogluconic acid,371636,1,3,NSCLC,NCI-H522,0.784,0.156
MT15724,acetylphosphate,371637,1,3,NSCLC,NCI-H522,0.706,0.666
MT15725,adenine,371638,1,3,NSCLC,NCI-H522,1.012,0.038
MT15726,adenosine,371639,1,3,NSCLC,NCI-H522,0.876,0.762
MT15727,alanine,371640,1,3,NSCLC,NCI-H522,0.438,0.075
MT15728,allantoin,371641,1,3,NSCLC,NCI-H522,1.052,0.56
MT15729,alpha-D-ribose 5-phosphate,371642,1,3,NSCLC,NCI-H522,0.082,0
MT15730,alpha-keto-glutarate,371643,1,3,NSCLC,NCI-H522,0.324,0
MT15731,alpha-tocopherol,371644,1,3,NSCLC,NCI-H522,0.721,0.526
MT15732,anthranilic acid,371645,1,3,NSCLC,NCI-H522,0.736,0.229
MT15733,arabinose,371646,1,3,NSCLC,NCI-H522,0.122,0
MT15734,arginine,371647,1,3,NSCLC,NCI-H522,0.567,0.032
MT15735,arginino-succinate,371648,1,3,NSCLC,NCI-H522,0.091,0
MT15736,asparagine,371649,1,3,NSCLC,NCI-H522,0.461,0.125
MT15737,aspartate,371650,1,3,NSCLC,NCI-H522,0.298,0.052
MT15738,beta-alanine,371651,1,3,NSCLC,NCI-H522,0.082,0
MT15739,beta-hydroxypyruvic acid,371652,1,3,NSCLC,NCI-H522,0.944,1.406
MT15740,beta-nicotinamide adenine dinucleotide,371653,1,3,NSCLC,NCI-H522,1.071,0.016
MT15741,biotin,371654,1,3,NSCLC,NCI-H522,0.111,0
MT15742,caffeine,371655,1,3,NSCLC,NCI-H522,0.274,0
MT15743,carnitine,371656,1,3,NSCLC,NCI-H522,0.569,0.416
MT15744,cholesterol,371657,1,3,NSCLC,NCI-H522,0.946,0.073
MT15745,citric acid,371658,1,3,NSCLC,NCI-H522,0.627,0.106
MT15746,creatinine,371659,1,3,NSCLC,NCI-H522,15.604,0.603
MT15747,cysteine,371660,1,3,NSCLC,NCI-H522,0.07,0
MT15748,cytidine,371661,1,3,NSCLC,NCI-H522,1.068,0.387
MT15749,cytidine 5'-monophosphate,371662,1,3,NSCLC,NCI-H522,2.089,0.344
MT15750,D-allose,371663,1,3,NSCLC,NCI-H522,2.858,0.444
MT15751,DL-cystathionine,371664,1,3,NSCLC,NCI-H522,0.908,0.231
MT15752,DL-homocysteine,371665,1,3,NSCLC,NCI-H522,0.476,0.655
MT15753,D-ribose,371666,1,3,NSCLC,NCI-H522,0.138,0
MT15754,erythrose-4-phosphate,371667,1,3,NSCLC,NCI-H522,0.616,0.507
MT15755,ethylmalonic acid,371668,1,3,NSCLC,NCI-H522,0.184,0
MT15756,fumaric acid,371669,1,3,NSCLC,NCI-H522,0.54,0.105
MT15757,gamma-glu-cys,371670,1,3,NSCLC,NCI-H522,0.284,0
MT15758,gamma-L-glutamyl-L-glutamine,371671,1,3,NSCLC,NCI-H522,0.206,0
MT15759,gamma-L-glutamyl-L-tyrosine,371672,1,3,NSCLC,NCI-H522,1.065,0.16
MT15760,gluconic acid,371673,1,3,NSCLC,NCI-H522,2.202,1.004
MT15761,glucose-6-phosphate,371674,1,3,NSCLC,NCI-H522,0.119,0.02
MT15762,glutamic acid,371675,1,3,NSCLC,NCI-H522,0.136,0.03
MT15763,glutamine,371676,1,3,NSCLC,NCI-H522,0.96,0.293
MT15764,"glutathione, reduced",371677,1,3,NSCLC,NCI-H522,0.617,0.174
MT15765,glyceraldehyde,371678,1,3,NSCLC,NCI-H522,0.061,0.027
MT15766,glyceric acid,371679,1,3,NSCLC,NCI-H522,0.34,0.314
MT15767,glycerol,371680,1,3,NSCLC,NCI-H522,0.8,0.046
MT15768,glycine,371681,1,3,NSCLC,NCI-H522,0.868,0.125
MT15769,guanine,371682,1,3,NSCLC,NCI-H522,0.172,0.093
MT15770,guanosine,371683,1,3,NSCLC,NCI-H522,0.47,0.209
MT15771,guanosine 5'- monophosphate,371684,1,3,NSCLC,NCI-H522,0.858,0.076
MT15772,"gulono-1,4-lactone",371685,1,3,NSCLC,NCI-H522,0.031,0
MT15773,histidine,371686,1,3,NSCLC,NCI-H522,0.852,0.13
MT15774,homogentisate,371687,1,3,NSCLC,NCI-H522,0.285,0.338
MT15775,hypotaurine,371688,1,3,NSCLC,NCI-H522,0.473,0.678
MT15776,hypoxanthine,371689,1,3,NSCLC,NCI-H522,1.266,0.587
MT15777,inosine,371690,1,3,NSCLC,NCI-H522,0.569,0.376
MT15778,inositol,371691,1,3,NSCLC,NCI-H522,4.198,0.906
MT15779,inositol 1-phosphate,371692,1,3,NSCLC,NCI-H522,0.76,0.188
MT15780,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",371693,1,3,NSCLC,NCI-H522,1.403,0.243
MT15781,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",371694,1,3,NSCLC,NCI-H522,0.653,0.259
MT15782,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",371695,1,3,NSCLC,NCI-H522,0.6,0.682
MT15783,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",371696,1,3,NSCLC,NCI-H522,0.266,0.072
MT15784,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",371697,1,3,NSCLC,NCI-H522,0.855,0.934
MT15785,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",371698,1,3,NSCLC,NCI-H522,0.316,0.398
MT15786,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",371699,1,3,NSCLC,NCI-H522,0.233,0.295
MT15787,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",371700,1,3,NSCLC,NCI-H522,0.591,0.455
MT15788,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",371701,1,3,NSCLC,NCI-H522,0.738,0.639
MT15789,"Isobar 37 includes mannitol, dulcitol",371702,1,3,NSCLC,NCI-H522,0.947,0.929
MT15790,"Isobar 39 includes N-acetyl-D-glucosamine-6-phosphate, N-acetyl-alpha-D-glucosamine 1-phosphate",371703,1,3,NSCLC,NCI-H522,0.475,0.098
MT15791,"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose, DL-lyxose, D-xylulose",371704,1,3,NSCLC,NCI-H522,1.637,0.803
MT15792,"Isobar 6 includes valine, betaine",371705,1,3,NSCLC,NCI-H522,0.841,0.118
MT15793,"Isobar 9 includes sucrose, beta-D-lactose, D-trehalose, D-cellobiose, D-Maltose, palatinose, melibiose, alpha-D-lactose",371706,1,3,NSCLC,NCI-H522,1.402,1.764
MT15794,isoleucine,371707,1,3,NSCLC,NCI-H522,1.264,0.193
MT15795,Kynurenic acid,371708,1,3,NSCLC,NCI-H522,0.181,0.054
MT15796,lactate,371709,1,3,NSCLC,NCI-H522,0.183,0.031
MT15797,L-allo-threonine,371710,1,3,NSCLC,NCI-H522,0.757,0.112
MT15798,L-alpha-glycerophosphorylcholine,371711,1,3,NSCLC,NCI-H522,16.241,10.455
MT15799,L-arabitol,371712,1,3,NSCLC,NCI-H522,0.136,0
MT15800,L-beta-imidazolelactic acid,371713,1,3,NSCLC,NCI-H522,0.147,0
MT15801,leucine,371714,1,3,NSCLC,NCI-H522,1.115,0.186
MT15802,malic acid,371715,1,3,NSCLC,NCI-H522,0.195,0.044
MT15803,malonic acid,371716,1,3,NSCLC,NCI-H522,0.686,0.29
MT15804,mannose,371717,1,3,NSCLC,NCI-H522,0.085,0
MT15805,mannose-6-phosphate,371718,1,3,NSCLC,NCI-H522,0.534,0.424
MT15806,melatonin,371719,1,3,NSCLC,NCI-H522,0.762,0.487
MT15807,methionine,371720,1,3,NSCLC,NCI-H522,0.733,0.129
MT15808,N(5)-(aminocarbonyl)-L-ornithine,371721,1,3,NSCLC,NCI-H522,0.092,0
MT15809,N('6)-trimethyl-l-lysine,371722,1,3,NSCLC,NCI-H522,0.049,0
MT15810,"N,N-dimethylarginine",371723,1,3,NSCLC,NCI-H522,0.123,0
MT15811,N-acetyl-D-galactosamine,371724,1,3,NSCLC,NCI-H522,0.06,0
MT15812,N-acetylneuraminic acid,371725,1,3,NSCLC,NCI-H522,3.414,0.615
MT15813,n-dodecanoate,371726,1,3,NSCLC,NCI-H522,0.945,0.114
MT15814,N-formyl-L-methionine,371727,1,3,NSCLC,NCI-H522,0.29,0
MT15815,n-hexadecanoic acid,371728,1,3,NSCLC,NCI-H522,1.257,0.165
MT15816,niacinamide,371729,1,3,NSCLC,NCI-H522,1.928,0.366
MT15817,octopamine,371730,1,3,NSCLC,NCI-H522,0.113,0
MT15818,oleic acid,371731,1,3,NSCLC,NCI-H522,1.311,0.621
MT15819,ornithine,371732,1,3,NSCLC,NCI-H522,0.099,0
MT15820,orotidine 5'-phosphate,371733,1,3,NSCLC,NCI-H522,5.075,1.976
MT15821,oxitryptan,371734,1,3,NSCLC,NCI-H522,1.129,0.224
MT15822,palmitoleic acid,371735,1,3,NSCLC,NCI-H522,0.83,0.223
MT15823,pantothenic acid,371736,1,3,NSCLC,NCI-H522,0.618,0.044
MT15824,phenylalanine,371737,1,3,NSCLC,NCI-H522,0.76,0.13
MT15825,phosphate,371738,1,3,NSCLC,NCI-H522,0.881,0.023
MT15826,phosphoenolpyruvate,371739,1,3,NSCLC,NCI-H522,0.685,0.144
MT15827,picolinic acid,371740,1,3,NSCLC,NCI-H522,0.72,0.404
MT15828,porphobilinogen,371741,1,3,NSCLC,NCI-H522,0.252,0
MT15829,Possible Artifact-2336 (RI Ladder),371742,1,3,NSCLC,NCI-H522,1.015,0.055
MT15830,proline,371743,1,3,NSCLC,NCI-H522,2.464,0.163
MT15831,Putrescine,371744,1,3,NSCLC,NCI-H522,0.078,0
MT15832,pyridoxal,371745,1,3,NSCLC,NCI-H522,0.481,0
MT15833,pyrophosphate,371746,1,3,NSCLC,NCI-H522,0.007,0
MT15834,quinolinic acid,371747,1,3,NSCLC,NCI-H522,0.349,0
MT15835,ribulose-5-phosphate,371748,1,3,NSCLC,NCI-H522,0.313,0.199
MT15836,S-(5'-adenosyl)-L-methionine,371749,1,3,NSCLC,NCI-H522,1.047,0.184
MT15837,S-adenosyl-l-homocysteine,371750,1,3,NSCLC,NCI-H522,0.607,0.208
MT15838,serine,371751,1,3,NSCLC,NCI-H522,0.767,0.22
MT15839,sn-Glycerol 3-phosphate,371752,1,3,NSCLC,NCI-H522,7.18,0.613
MT15840,sorbitol,371753,1,3,NSCLC,NCI-H522,0.074,0
MT15841,Spermidine,371754,1,3,NSCLC,NCI-H522,0.145,0
MT15842,succinate,371755,1,3,NSCLC,NCI-H522,1.328,0.474
MT15843,tartaric acid,371756,1,3,NSCLC,NCI-H522,0.5,0
MT15844,taurine,371757,1,3,NSCLC,NCI-H522,0.156,0
MT15845,tetradecanoic acid,371758,1,3,NSCLC,NCI-H522,0.768,0.106
MT15846,threonine,371759,1,3,NSCLC,NCI-H522,0.818,0.185
MT15847,trans-11-eicosenoic acid,371760,1,3,NSCLC,NCI-H522,0.395,0.362
MT15848,trans-4-hydroxyproline,371761,1,3,NSCLC,NCI-H522,1.111,0.099
MT15849,trehalose 6-phosphate,371762,1,3,NSCLC,NCI-H522,0.844,0.525
MT15850,tryptophan,371763,1,3,NSCLC,NCI-H522,1.137,0.166
MT15851,tyramine,371764,1,3,NSCLC,NCI-H522,0.818,0.118
MT15852,tyrosine,371765,1,3,NSCLC,NCI-H522,0.797,0.123
MT15853,uracil,371766,1,3,NSCLC,NCI-H522,0.272,0.075
MT15854,urea,371767,1,3,NSCLC,NCI-H522,0.798,0.225
MT15855,uric acid,371768,1,3,NSCLC,NCI-H522,0.391,0.328
MT15856,uridine,371769,1,3,NSCLC,NCI-H522,1.099,0.322
MT15857,uridine diphosphate-N-acetylmuraminic acid,371770,1,3,NSCLC,NCI-H522,0.305,0
MT15858,valine,371771,1,3,NSCLC,NCI-H522,0.892,0.17
MT15859,"X-1085 - possible isolobinine or 4-aminoestra-1,3,5(10)-triene-3,17beta-diol",371772,1,3,NSCLC,NCI-H522,1.276,0.551
MT15860,X-1086,371773,1,3,NSCLC,NCI-H522,0.068,0
MT15861,X-1104,371774,1,3,NSCLC,NCI-H522,0.133,0.044
MT15862,X-1107,371775,1,3,NSCLC,NCI-H522,0.406,0
MT15863,X-1111 - possible methylnitronitrosoguanidine or ethyl thiocarbamoylacetate,371776,1,3,NSCLC,NCI-H522,0.282,0.066
MT15864,X-1113 - possible acetylcarnitine,371777,1,3,NSCLC,NCI-H522,1.817,0.153
MT15865,X-1114,371778,1,3,NSCLC,NCI-H522,1.237,0.998
MT15866,X-1122,371779,1,3,NSCLC,NCI-H522,0.466,0
MT15867,X-1126,371780,1,3,NSCLC,NCI-H522,0.109,0
MT15868,X-1129,371781,1,3,NSCLC,NCI-H522,0.177,0
MT15869,X-1130,371782,1,3,NSCLC,NCI-H522,0.432,0
MT15870,X-1213,371783,1,3,NSCLC,NCI-H522,0.214,0
MT15871,X-1288,371784,1,3,NSCLC,NCI-H522,7.414,1.725
MT15872,X-1330,371785,1,3,NSCLC,NCI-H522,0.236,0
MT15873,X-1391,371786,1,3,NSCLC,NCI-H522,0.208,0
MT15874,X-1455,371787,1,3,NSCLC,NCI-H522,0.024,0
MT15875,X-1461,371788,1,3,NSCLC,NCI-H522,0.437,0
MT15876,X-1465,371789,1,3,NSCLC,NCI-H522,0.178,0
MT15877,X-1468,371790,1,3,NSCLC,NCI-H522,1.955,1.058
MT15878,X-1496,371791,1,3,NSCLC,NCI-H522,1.692,0.527
MT15879,X-1497,371792,1,3,NSCLC,NCI-H522,0.359,0.046
MT15880,X-1498,371793,1,3,NSCLC,NCI-H522,1.201,0.303
MT15881,X-1573,371794,1,3,NSCLC,NCI-H522,0.543,0.31
MT15882,X-1575,371795,1,3,NSCLC,NCI-H522,0.107,0
MT15883,X-1593,371796,1,3,NSCLC,NCI-H522,0.243,0
MT15884,X-1595 - possible glutathione metabolite,371797,1,3,NSCLC,NCI-H522,0.054,0
MT15885,X-1597,371798,1,3,NSCLC,NCI-H522,1.193,0.271
MT15886,X-1609,371799,1,3,NSCLC,NCI-H522,1.517,0.343
MT15887,X-1612,371800,1,3,NSCLC,NCI-H522,0.239,0
MT15888,X-1616,371801,1,3,NSCLC,NCI-H522,0.262,0.075
MT15889,X-1656,371802,1,3,NSCLC,NCI-H522,0.879,0.32
MT15890,X-1677,371803,1,3,NSCLC,NCI-H522,1.079,0.126
MT15891,X-1713,371804,1,3,NSCLC,NCI-H522,0.89,0.029
MT15892,X-1733,371805,1,3,NSCLC,NCI-H522,0.477,0
MT15893,X-1736 - retired - p-hydroxybenzaldehyde,371806,1,3,NSCLC,NCI-H522,1.053,0.082
MT15894,X-1819,371807,1,3,NSCLC,NCI-H522,1.178,0.394
MT15895,X-1843 - retired pieces of X-7147,371808,1,3,NSCLC,NCI-H522,0.5,0
MT15896,X-2005,371809,1,3,NSCLC,NCI-H522,0.16,0
MT15897,X-2008,371810,1,3,NSCLC,NCI-H522,0.158,0
MT15898,X-2011,371811,1,3,NSCLC,NCI-H522,0.044,0.03
MT15899,X-2026,371812,1,3,NSCLC,NCI-H522,0.861,0.343
MT15900,X-2027,371813,1,3,NSCLC,NCI-H522,0.194,0.019
MT15901,X-2041,371814,1,3,NSCLC,NCI-H522,0.47,0.163
MT15902,X-2046,371815,1,3,NSCLC,NCI-H522,1.44,0.673
MT15903,X-2053,371816,1,3,NSCLC,NCI-H522,1.175,1.193
MT15904,X-2064,371817,1,3,NSCLC,NCI-H522,0.486,0.052
MT15905,X-2074,371818,1,3,NSCLC,NCI-H522,0.18,0
MT15906,X-2077,371819,1,3,NSCLC,NCI-H522,0.195,0
MT15907,X-2088,371820,1,3,NSCLC,NCI-H522,0.5,0
MT15908,X-2107,371821,1,3,NSCLC,NCI-H522,4.279,0.963
MT15909,X-2108,371822,1,3,NSCLC,NCI-H522,0.876,0.269
MT15910,X-2109,371823,1,3,NSCLC,NCI-H522,1.068,0.05
MT15911,X-2129,371824,1,3,NSCLC,NCI-H522,1.131,0.289
MT15912,X-2136,371825,1,3,NSCLC,NCI-H522,0.714,0.468
MT15913,X-2138,371826,1,3,NSCLC,NCI-H522,0.381,0
MT15914,X-2139,371827,1,3,NSCLC,NCI-H522,0.094,0
MT15915,X-2177,371828,1,3,NSCLC,NCI-H522,0.185,0
MT15916,X-2185,371829,1,3,NSCLC,NCI-H522,0.024,0
MT15917,X-2193,371830,1,3,NSCLC,NCI-H522,0.331,0
MT15918,X-2212,371831,1,3,NSCLC,NCI-H522,1.109,0.765
MT15919,X-2255 - hydroxyproline form of bradykinin,371832,1,3,NSCLC,NCI-H522,4.766,1.178
MT15920,X-2269,371833,1,3,NSCLC,NCI-H522,0.326,0
MT15921,X-2272,371834,1,3,NSCLC,NCI-H522,0.214,0
MT15922,X-2292,371835,1,3,NSCLC,NCI-H522,0.372,0.088
MT15923,X-2366,371836,1,3,NSCLC,NCI-H522,0.983,0.062
MT15924,X-2389,371837,1,3,NSCLC,NCI-H522,1.261,0.469
MT15925,X-2594,371838,1,3,NSCLC,NCI-H522,0.22,0
MT15926,X-2688,371839,1,3,NSCLC,NCI-H522,0.322,0.082
MT15927,X-2690,371840,1,3,NSCLC,NCI-H522,0.501,0.762
MT15928,X-2691,371841,1,3,NSCLC,NCI-H522,21.726,1.53
MT15929,X-2698,371842,1,3,NSCLC,NCI-H522,0.172,0
MT15930,X-2711,371843,1,3,NSCLC,NCI-H522,0.086,0
MT15931,X-2724,371844,1,3,NSCLC,NCI-H522,0.215,0
MT15932,X-2725,371845,1,3,NSCLC,NCI-H522,0.946,0.157
MT15933,X-2726,371846,1,3,NSCLC,NCI-H522,0.738,0.457
MT15934,X-2746,371847,1,3,NSCLC,NCI-H522,1.071,0.168
MT15935,X-2753,371848,1,3,NSCLC,NCI-H522,0.154,0
MT15936,X-2757,371849,1,3,NSCLC,NCI-H522,1.922,0.235
MT15937,X-2767,371850,1,3,NSCLC,NCI-H522,0.216,0
MT15938,X-2768,371851,1,3,NSCLC,NCI-H522,0.25,0
MT15939,X-2778,371852,1,3,NSCLC,NCI-H522,1.051,0.239
MT15940,X-2781,371853,1,3,NSCLC,NCI-H522,0.321,0
MT15941,X-2911,371854,1,3,NSCLC,NCI-H522,0.236,0
MT15942,X-3014,371855,1,3,NSCLC,NCI-H522,0.185,0
MT15943,X-3016,371856,1,3,NSCLC,NCI-H522,0.305,0
MT15944,X-3022,371857,1,3,NSCLC,NCI-H522,0.415,0
MT15945,X-3034,371858,1,3,NSCLC,NCI-H522,1.255,0.063
MT15946,X-3074,371859,1,3,NSCLC,NCI-H522,0.066,0
MT15947,X-3085 = Inositol 2,371860,1,3,NSCLC,NCI-H522,8.205,1.643
MT15948,X-3090,371861,1,3,NSCLC,NCI-H522,0.078,0
MT15949,X-3091,371862,1,3,NSCLC,NCI-H522,0.818,0.266
MT15950,X-3094,371863,1,3,NSCLC,NCI-H522,0.887,0.024
MT15951,X-3101,371864,1,3,NSCLC,NCI-H522,0.937,0.12
MT15952,X-3129,371865,1,3,NSCLC,NCI-H522,1.036,0.313
MT15953,X-3138,371866,1,3,NSCLC,NCI-H522,0.138,0
MT15954,X-3165,371867,1,3,NSCLC,NCI-H522,0.4,0.262
MT15955,X-3176 - possible creatine,371868,1,3,NSCLC,NCI-H522,12.346,1.365
MT15956,X-3178 - possible NH3 adduct of isobar 42,371869,1,3,NSCLC,NCI-H522,0.234,0.122
MT15957,X-3180,371870,1,3,NSCLC,NCI-H522,0.331,0
MT15958,X-3183 - possible gamma-L-glutamyl-L-phenylalanine,371871,1,3,NSCLC,NCI-H522,0.075,0
MT15959,X-3216,371872,1,3,NSCLC,NCI-H522,0.206,0
MT15960,X-3218,371873,1,3,NSCLC,NCI-H522,0.519,0.327
MT15961,X-3234,371874,1,3,NSCLC,NCI-H522,0.438,0
MT15962,X-3303,371875,1,3,NSCLC,NCI-H522,0.724,0.127
MT15963,X-3358,371876,1,3,NSCLC,NCI-H522,0.943,0.288
MT15964,X-3363,371877,1,3,NSCLC,NCI-H522,0.287,0
MT15965,X-3365,371878,1,3,NSCLC,NCI-H522,0.551,0.725
MT15966,X-3370,371879,1,3,NSCLC,NCI-H522,0.291,0.168
MT15967,X-3380,371880,1,3,NSCLC,NCI-H522,0.32,0.285
MT15968,X-3389,371881,1,3,NSCLC,NCI-H522,1.047,0.128
MT15969,X-3390,371882,1,3,NSCLC,NCI-H522,0.138,0.122
MT15970,X-3394,371883,1,3,NSCLC,NCI-H522,0.264,0
MT15971,X-3400,371884,1,3,NSCLC,NCI-H522,0.329,0
MT15972,X-3405,371885,1,3,NSCLC,NCI-H522,0.417,0.296
MT15973,X-3435,371886,1,3,NSCLC,NCI-H522,1.377,0.083
MT15974,X-3439,371887,1,3,NSCLC,NCI-H522,0.98,0.066
MT15975,X-3450,371888,1,3,NSCLC,NCI-H522,0.148,0
MT15976,X-3476,371889,1,3,NSCLC,NCI-H522,0.347,0.282
MT15977,X-3489,371890,1,3,NSCLC,NCI-H522,0.215,0
MT15978,X-3493,371891,1,3,NSCLC,NCI-H522,0.246,0
MT15979,X-3498,371892,1,3,NSCLC,NCI-H522,0.095,0
MT15980,X-3603,371893,1,3,NSCLC,NCI-H522,1.067,0.165
MT15981,X-3658,371894,1,3,NSCLC,NCI-H522,0.486,0
MT15982,X-3668,371895,1,3,NSCLC,NCI-H522,0.349,0
MT15983,X-3697,371896,1,3,NSCLC,NCI-H522,0.448,0
MT15984,X-3698,371897,1,3,NSCLC,NCI-H522,0.737,0.54
MT15985,X-3705,371898,1,3,NSCLC,NCI-H522,0.382,0
MT15986,X-3772,371899,1,3,NSCLC,NCI-H522,0.128,0
MT15987,X-3776,371900,1,3,NSCLC,NCI-H522,0.344,0
MT15988,X-3778,371901,1,3,NSCLC,NCI-H522,1.121,0.308
MT15989,X-3802,371902,1,3,NSCLC,NCI-H522,0.116,0
MT15990,X-3803,371903,1,3,NSCLC,NCI-H522,0.191,0
MT15991,X-3806,371904,1,3,NSCLC,NCI-H522,0.387,0
MT15992,X-3808,371905,1,3,NSCLC,NCI-H522,0.696,0.406
MT15993,X-3810,371906,1,3,NSCLC,NCI-H522,0.697,0.07
MT15994,X-3816,371907,1,3,NSCLC,NCI-H522,0.205,0
MT15995,X-3824,371908,1,3,NSCLC,NCI-H522,0.32,0
MT15996,X-3830,371909,1,3,NSCLC,NCI-H522,0.316,0
MT15997,X-3832 - possible phenol sulfate,371910,1,3,NSCLC,NCI-H522,0.218,0
MT15998,X-3833,371911,1,3,NSCLC,NCI-H522,0.232,0
MT15999,X-3843,371912,1,3,NSCLC,NCI-H522,0.437,0
MT16000,X-3888,371913,1,3,NSCLC,NCI-H522,0.239,0
MT16001,X-3893,371914,1,3,NSCLC,NCI-H522,0.297,0
MT16002,X-3951,371915,1,3,NSCLC,NCI-H522,0.111,0
MT16003,X-3952,371916,1,3,NSCLC,NCI-H522,1.051,0.162
MT16004,X-3955,371917,1,3,NSCLC,NCI-H522,0.76,0.307
MT16005,X-3992 - possible Cl adduct of Formate dimer,371918,1,3,NSCLC,NCI-H522,0.76,0.231
MT16006,X-3994,371919,1,3,NSCLC,NCI-H522,0.651,0.567
MT16007,X-3996,371920,1,3,NSCLC,NCI-H522,0.302,0.402
MT16008,X-3998,371921,1,3,NSCLC,NCI-H522,0.117,0
MT16009,X-4003,371922,1,3,NSCLC,NCI-H522,0.155,0
MT16010,X-4013,371923,1,3,NSCLC,NCI-H522,0.336,0
MT16011,X-4015,371924,1,3,NSCLC,NCI-H522,0.535,0.253
MT16012,X-4018,371925,1,3,NSCLC,NCI-H522,1.862,0.523
MT16013,X-4019,371926,1,3,NSCLC,NCI-H522,0.355,0.092
MT16014,X-4020,371927,1,3,NSCLC,NCI-H522,0.706,0.035
MT16015,X-4027,371928,1,3,NSCLC,NCI-H522,0.876,0.129
MT16016,X-4030 - possible glutethimide or securinine,371929,1,3,NSCLC,NCI-H522,0.304,0
MT16017,X-4032,371930,1,3,NSCLC,NCI-H522,0.443,0.241
MT16018,X-4043,371931,1,3,NSCLC,NCI-H522,0.809,0.208
MT16019,X-4046,371932,1,3,NSCLC,NCI-H522,0.088,0
MT16020,X-4051,371933,1,3,NSCLC,NCI-H522,1.109,0.148
MT16021,X-4053,371934,1,3,NSCLC,NCI-H522,4.242,0.531
MT16022,X-4058,371935,1,3,NSCLC,NCI-H522,0.182,0
MT16023,X-4075,371936,1,3,NSCLC,NCI-H522,1.245,0.167
